주식명,주가,보유수량,연간하락확률,연간성장률,총자산
드래곤플라이,141.84794021973158,60,0.32616821835834436,0.062163905074232695,973725.4550683511
디알텍,377.38033643901645,54,0.41114324573835825,0.049233814295420064,49612.202448753254
SH에너지화학,172.69903307563746,2,0.4946697827596263,0.007374711917308152,422017.9336229961
소니드,139.20617275071416,82,0.3492124970743418,0.33354558551309965,498464.0617964334
상보,402.86433218193645,64,0.3453454741887039,0.2550748774520284,713638.7297589522
KIB플러그에너지,455.7624468406259,86,0.3066459973027997,0.19103202971079647,813153.2574207765
AAPL,386.6839629620635,28,0.020001305672468328,0.17376679506119047,562037.7418297888
소니드,422.22938112590134,94,0.29252823291898294,0.230693297986925,38580.54776625578
셀루메드,496.43526204864634,77,0.4025238279392865,0.2374804116326073,998166.3255169924
디알텍,153.90236456267382,67,0.1977092220787171,0.06953859148097785,643389.4448790437
소니드,486.0610209732154,3,0.2934896245580489,0.26576736840132315,833262.5666569766
KIB플러그에너지,340.479122196041,53,0.46324410728196713,0.024013738096377246,420421.18512170657
SCHD,425.30126293800816,26,0.08601705285259958,0.46932319527585564,61706.74217564067
SCHD,360.067672635068,4,0.14023788328615222,0.35710903720710613,91851.41288883191
드래곤플라이,328.01511551413967,16,0.05515876138356318,0.004729214255507319,773383.2614773003
인스코비,381.44759760867515,92,0.2501223020918235,0.14441582557245242,220399.8284499955
소니드,228.1034658051931,72,0.41982469600758265,0.4913607911356608,857760.7672909831
SCHD,469.70860939676504,54,0.21760850458739656,0.024228410325890126,259856.74717118507
삼보산업,146.11702882231148,16,0.03491992884898537,0.07336270599080569,266594.3468108928
상보,227.21247363458485,31,0.13176885759169388,0.23855740510609869,106883.76433374803
삼보산업,112.46494128020133,87,0.4448532547991509,0.17672467236870304,149048.94916721684
아이비젼웍스,208.5292190584367,2,0.27876205517986674,0.49261559396467924,135906.97264466895
인스코비,187.28523085656175,73,0.4570356151231219,0.26979597617901413,51753.74782966135
드래곤플라이,119.85234427145248,91,0.41721903164821456,0.4705980909899885,244438.41549797158
압타머사이언스,296.70962553944884,45,0.20714580654243975,0.1884103384449095,32260.986843397055
아이비젼웍스,287.4544167422439,54,0.3167719999538534,0.13604581728498055,706479.1053332263
NVDA,131.09817755946756,59,0.33221256691667617,0.1442102261854668,620100.0623965473
압타머사이언스,204.74021256336567,59,0.3733987181226704,0.3182993743472491,180464.12478930992
드래곤플라이,481.32886418654243,22,0.16648325322955082,0.3020070098302559,863539.8218204632
KIB플러그에너지,144.29464980416813,34,0.14449472280477194,0.27680057605342184,292813.93573899963
NVDA,222.00745954378726,73,0.3422943854933103,0.09453514189561085,540320.7412022081
한일단조,114.34495938186342,97,0.4093771157706612,0.13172293727252088,812912.0000748225
삼보산업,159.55488104950672,56,0.20712339326297907,0.14455833061819812,375479.1645792768
아이비젼웍스,379.7588429863158,34,0.16053427221623157,0.43311727636880093,258531.126750222
SCHD,246.6866002651755,99,0.4127683214126964,0.4086666855905848,862064.5857786285
SCHD,280.8306282716482,26,0.3434752697077412,0.10251332505800004,83316.89959614495
AAPL,162.79135805226247,71,0.1717750097094632,0.07321296178935965,653933.0706087509
디알텍,372.8560691565207,45,0.264833013029762,0.05107004206372601,840275.6023781488
드래곤플라이,400.60863923650146,91,0.48043124644811663,0.03381898645012077,713081.1512141672
SCHD,172.4448198066959,76,0.3749356691193697,0.49231010119625734,380503.20186677534
SH에너지화학,117.99738544797687,81,0.11083240426547386,0.4056468463336277,951305.5628579808
셀루메드,132.3764537236074,21,0.14751557314561708,0.008464035740882447,144489.7405363534
셀루메드,362.8183028812071,43,0.13261032816187485,0.003312775488314823,714414.6052889423
인스코비,154.20424099793559,86,0.4241744826601796,0.34495982722288143,720900.049592482
인스코비,297.56753366753424,90,0.32070961469528997,0.15563649417286635,616223.5855565114
삼보산업,161.05661237046803,39,0.46999869449445103,0.049476100070575124,490764.09582979785
SCHD,168.0592192820959,13,0.04546708550948353,0.2320080823104254,952788.271569176
SCHD,101.74420133660745,42,0.02600189799604724,0.009418968413140993,471689.49821813003
삼보산업,228.32970234335517,45,0.33810091281447485,0.21244022945734625,339764.2330896097
드래곤플라이,135.91890642914413,87,0.13331195730940465,0.11878892139109187,519765.9380833176
KIB플러그에너지,257.58451013617014,51,0.3395858163536281,0.13243836018954686,802923.6698223681
AAPL,339.11372384703355,94,0.36173508665627707,0.14311551514938553,171384.09224468603
압타머사이언스,247.0127791712468,17,0.15224057165566623,0.15385163649606248,376799.18042370066
상보,382.0326523341341,91,0.47633405420918307,0.01002116885020643,570008.7513377765
소니드,396.58070721574325,84,0.38737044328058134,0.2851025866602786,844617.9113108669
압타머사이언스,378.64255494432473,63,0.18367755172811356,0.2739450242284307,406329.7448032684
삼보산업,474.6854238525993,7,0.206059330626143,0.3254035652222764,554979.8433197313
SCHD,194.9177107980604,55,0.35793572508714044,0.07995790154826082,131260.07050108584
삼보산업,175.78258124599063,4,0.1520183742850611,0.49740876642301274,103171.79482528089
NVDA,343.8845956967468,31,0.14768758951619998,0.06791186990296572,221273.10429596133
CONY,337.95080377367333,94,0.31245476941596434,0.4057778805826398,688782.2026172724
NVDA,304.03933346992284,95,0.06739713994136359,0.11018019002535828,220000.5008694465
디알텍,101.74127659770579,56,0.4966713486505596,0.21951830667420935,878560.2547392093
삼보산업,322.0952919623994,4,0.1436186608199666,0.16210115532133945,899759.2183751495
SCHD,473.1192227491916,82,0.19135723323181092,0.15385475405220767,272810.353545463
인스코비,233.83107564514515,84,0.11213251337394148,0.2432561543904278,114211.78290328204
상보,487.0396773281002,40,0.3217480178292402,0.119813989051959,417179.7879218017
드래곤플라이,242.7026716790777,47,0.030244314758352597,0.2734280543844892,795759.5483476314
상보,155.94180100712714,50,0.46390432847800717,0.12534109666593146,116771.46916390452
드래곤플라이,259.3613659708554,23,0.1519926879119194,0.48645868246229573,108247.92311565045
CONY,297.84452516941764,51,0.4636876317179543,0.11970520259500572,252286.47620072783
SCHD,351.78576407063645,38,0.1267695987052429,0.38231109411265146,695765.671821757
압타머사이언스,301.9512648089336,9,0.2568940834483642,0.23485859355318822,380591.4737995464
아이비젼웍스,314.6874509624872,61,0.34758584089674743,0.018959469241369098,739342.5523300706
삼보산업,109.62681534304215,80,0.3063134396954049,0.07635172395950418,410750.7934479198
AAPL,201.44806765359573,21,0.2562462821961674,0.46428056890571184,88246.96032542281
드래곤플라이,224.27866317566878,9,0.39426635642819857,0.41014254242965703,998576.2718796035
SCHD,494.8354151525796,25,0.23524701925290437,0.07207432179137918,684245.0830137683
SH에너지화학,218.22709539481346,36,0.16658722078358068,0.025525538470224873,634950.561703608
CONY,458.63153952971413,43,0.3592964638323269,0.07635473850809826,498610.3776770419
소니드,221.8944802164315,78,0.46863577315154215,0.2919644884333281,92304.10159022019
소니드,138.44413241695645,81,0.3006926875522114,0.3167839426119681,985335.0074048627
삼성전자,199.04695962437773,28,0.13985466380050682,0.18945706563655246,471109.7376009603
압타머사이언스,209.1313539657192,64,0.38140440311577206,0.14044402525954686,50933.09578710586
디알텍,491.29943755559367,45,0.3809623920310077,0.10345507148563488,349828.7092001284
드래곤플라이,369.71660222689485,56,0.13343206265364843,0.21943606252452402,42584.41853553681
CURE,472.6723982483864,48,0.19231513593781902,0.011280509915901515,511711.62661009125
드래곤플라이,433.99800888192874,8,0.07047241372125723,0.004353099743477973,756558.2527502779
셀루메드,331.43939627123905,14,0.03983378865889198,0.3988836264527503,957680.3439429651
SCHD,370.1551696982253,15,0.4036813610240338,0.26517924196668907,844955.3031795089
상보,349.9348774784126,39,0.18628812685572554,0.390605858334756,278441.0406559968
삼보산업,366.5052104767147,25,0.14065597967877708,0.056963285691832954,353568.9130103047
AAPL,205.9094658509105,63,0.1280456601206572,0.40766608694358464,524546.6867265974
AAPL,263.2500536831748,59,0.037402802796515144,0.46136904863686223,688170.9510865574
SH에너지화학,337.04632463925856,75,0.4924313691670466,0.2666867742745184,738990.041216921
CONY,114.37138602234285,29,0.1835227837167112,0.052718521256074624,851067.605418649
소니드,293.13396056067734,3,0.08212470623825424,0.06162477368625224,232405.81729714462
삼보산업,443.8907733591413,39,0.43207017491421607,0.09709124578438955,120604.72430520842
인스코비,296.947091034132,22,0.36155992151697236,0.0926297666555676,185791.9503757145
셀루메드,320.92934746219976,41,0.3313104073246406,0.47243505491363263,943958.3107142991
AAPL,180.76204820607632,20,0.14860735652017276,0.40014732781706924,141041.29345717118
CONY,417.7373375941752,19,0.2077294535788331,0.159070912202195,325744.68119329104
삼보산업,243.55131521501156,13,0.420543668486869,0.4082884012283655,203816.08249799686
드래곤플라이,482.63502139181776,91,0.3199486188359876,0.38606756904711353,119619.18216976942
드래곤플라이,497.4859233038317,19,0.17282605432132886,0.17763244596576427,531492.2483833402
삼보산업,466.4002170383372,80,0.054639909229340755,0.014992508260003201,385606.0454840666
NVDA,133.95069792645756,66,0.4501352156617569,0.004372508715341061,729335.8846504001
한일단조,233.27326219841075,65,0.4777687270887951,0.16281167636400595,398578.01017323264
삼보산업,478.05505404100694,3,0.35939746220524854,0.022697697393560756,560051.9822609378
압타머사이언스,421.813317937775,24,0.34569590541365597,0.06054752109620709,822436.913930444
CONY,464.47343572297183,38,0.2688550190370223,0.1272197570202363,532222.9989254286
NVDA,329.0212774564395,2,0.4857552180601417,0.08951077082037862,442997.2169737338
CURE,292.1590352750121,56,0.3470752294775585,0.07238621288317065,140829.6097832521
디알텍,142.59852680178042,80,0.038367176756358146,0.13107154467398863,563788.7644893137
한일단조,435.78861692923965,93,0.045864696587083364,0.3684461000065428,108112.39198819619
디알텍,398.05661936819143,37,0.481786250060267,0.2222179073148134,113841.75445102726
AAPL,123.55064120616488,4,0.4716397413778269,0.331600408553416,456670.4625553604
압타머사이언스,183.76583583811413,78,0.2789179114121734,0.4643805762573883,524205.8488782434
드래곤플라이,322.91102532600416,81,0.1070703820504843,0.0006772707521595089,749062.9781223215
인스코비,373.7609608258555,44,0.2917528788304799,0.47562488670559233,461961.7009216358
KIB플러그에너지,155.0681057044026,45,0.38177192703987134,0.13956987634069812,625200.9948191574
SCHD,197.92992738492956,81,0.00414116230630901,0.14375392174131763,920616.2618074456
아이비젼웍스,177.2440846836056,84,0.4114062953483567,0.31470453520313163,940615.2385866839
한일단조,187.99886106821688,47,0.23239861315075705,0.18042734794407456,271272.0349083182
삼보산업,468.2852494275067,93,0.23158198409645186,0.04022901953430236,461574.9854318174
NVDA,386.32782921550165,26,0.2171533814751448,0.35572378601063787,535825.6289417214
삼성전자,394.84279216132137,81,0.34592304727507034,0.09159411344525054,452504.6029922042
아이비젼웍스,417.598124347713,76,0.1047307486874805,0.4646859354969169,963750.4128333878
상보,242.629217057624,92,0.3033302179943205,0.49393184908197896,297426.938507087
삼성전자,406.8738457596562,9,0.022048389283366443,0.09061180470041313,524051.5321587121
드래곤플라이,491.36535772917483,96,0.405674692631529,0.3768430892971616,134465.62862386816
압타머사이언스,379.3576983763768,98,0.4077217593940904,0.49591174778338803,633557.8413177249
CONY,266.70124491701563,80,0.15593997677731447,0.47765373293541796,334887.82432518277
SCHD,386.54391428438987,48,0.052709713007868364,0.2824574120198008,807498.1760970479
CONY,460.31788010514776,31,0.37387447761793713,0.15601368428393636,139069.70195725645
SH에너지화학,151.50461747038943,55,0.23510720586239914,0.00583183993142633,880990.5967591049
CURE,206.11787023388857,91,0.4624834872365223,0.4491178224162787,435789.16463761916
디알텍,467.7184861315621,93,0.17674232089008268,0.017797374427263812,413245.3018695004
디알텍,478.49316017781086,1,0.4207545154026119,0.2882110691901895,765783.2734225916
AAPL,293.655650847178,91,0.012661444018576329,0.09307471981144705,309181.91014972766
한일단조,249.820385361319,96,0.38639690668977966,0.12099157004821981,858875.5878899205
소니드,213.1127222412117,59,0.3391249382281652,0.01167581160885739,284592.17899155
CURE,299.50061643638736,11,0.26313384246252874,0.018453152446575527,734232.3250093681
KIB플러그에너지,473.81246063642067,99,0.45521294182793487,0.17510285037615758,65301.4511072734
셀루메드,159.9238509697822,2,0.47100559431971484,0.43878000688459606,703967.5882855133
드래곤플라이,267.9322554188881,46,0.4648425813573946,0.28291665623234125,270004.1049283991
압타머사이언스,464.64314278299554,1,0.2989014648312742,0.26915324516939637,729744.3575640155
SH에너지화학,239.64770805770078,70,0.25969822559709976,0.3101511209891644,828585.7276022063
SH에너지화학,407.2325628174149,71,0.1344860217626972,0.26766683902486443,178750.26948547648
셀루메드,255.7039144964408,66,0.08103517635470014,0.15212227684805651,175357.36611068484
아이비젼웍스,421.97067132921666,2,0.2785472554627972,0.43998517429470757,747605.4113113623
상보,492.4009399828834,69,0.07424836174965788,0.23780165785623913,178211.7370242916
소니드,255.1288042301113,13,0.08605783178236304,0.3763258685995092,29359.861825688342
삼성전자,438.0394618296802,19,0.17837149854844042,0.45602287459545543,71022.41618034008
CURE,495.3667299361203,83,0.09337352097014939,0.0018636548855515689,35830.50818053735
삼보산업,493.5320572045017,47,0.2508640706904937,0.23906879686493787,908377.1613761521
압타머사이언스,273.5084326133232,1,0.3318747428239115,0.30230785030747526,866470.6541139343
SCHD,294.30444821966,99,0.3489502882105206,0.2511965052205447,559851.510657036
삼성전자,221.36062465720082,18,0.26638900508469116,0.45120786712767513,517208.3390051501
NVDA,225.607505488946,32,0.2608995209079485,0.4700240542020732,251438.74240350423
한일단조,296.9882490528941,96,0.23740556437473798,0.0671447704950649,504362.515165951
AAPL,180.2074360257235,72,0.12263260704901086,0.1512308956384621,931944.944203149
셀루메드,384.449318461971,11,0.3271214158319853,0.13193985278829107,574506.3726057326
인스코비,314.5234139017009,20,0.32851459456375576,0.2483840695866748,66258.31454174113
SH에너지화학,459.2271428693129,8,0.12790250452025193,0.19105252752927465,46634.614156126874
드래곤플라이,424.2329735242164,92,0.35028451135980276,0.17960809423688667,872669.4975875764
드래곤플라이,228.98844513845384,85,0.42900266561802775,0.2669503644951598,224802.33320660383
CURE,302.321849207067,38,0.2973546998178542,0.24503322815668105,14730.323570054472
디알텍,400.2059710555097,6,0.058769810674430045,0.23268766675118818,746327.6584681213
SCHD,177.28005099135666,2,0.1636303543830705,0.056606983165559455,821095.8973522809
압타머사이언스,112.63909192703335,74,0.04639397107840304,0.2696331067748528,293438.9575083745
삼성전자,440.9218105233135,73,0.15101554749106538,0.029480308302331393,833329.8383592849
